1;10001;24
2;10002;45
3;10003;18
4;10003;18
5;10003;18
6;10003;18
7;10003;6
8;10003;1
9;10003;1
10;10003;21
11;10003;7
12;10004;27
13;10004;3
14;10004;36
15;10004;36
16;10004;36
17;10004;4
18;10004;4
19;10004;21
20;10004;43
21;10004;36
22;10005;27
23;10005;27
24;10005;27
25;10006;27
26;10006;2
27;10006;4
28;10007;16
29;10007;16
30;10007;18
31;10007;14
32;10007;4
33;10007;4
34;10007;6
35;10007;29
36;10007;21
37;10007;1
38;10007;1
39;10007;29
40;10007;29
41;10007;36
42;10007;36
43;10007;35
44;10007;32
45;10007;35
46;10008;1
47;10008;6
48;10008;4
49;10008;4
50;10008;21
51;10008;2
52;10008;2
53;10008;2
54;10008;36
55;10008;32
56;10009;23
57;10009;23
58;10009;23
59;10010;1
60;10010;16
61;10010;16
62;10010;18
63;10010;18
64;10010;35
65;10011;26
66;10012;
67;10012;18
68;10012;29
69;10012;29
70;10012;21
71;10012;21
72;10012;21
73;10012;1
74;10012;7
75;10012;7
76;10013;35
77;10013;16
78;10013;18
79;10013;27
80;10013;14
81;10013;4
82;10013;4
83;10013;32
84;10013;27
85;10013;24
86;10013;21
87;10013;21
88;10014;
89;10014;4
90;10015;
91;10015;43
92;10015;16
93;10015;2
94;10015;32
95;10015;24
96;10015;27
97;10015;27
98;10015;42
99;10015;
100;10015;
101;10015;21
102;10015;
103;10015;36
104;10015;
105;10015;36
106;10015;
107;10015;
108;10015;
109;10015;
110;10015;
111;10015;
112;10015;36
113;10015;36
114;10015;1
115;10015;
116;10015;
117;10015;
118;10015;
119;10015;
120;10015;6
121;10015;6
122;10015;
123;10015;
124;10015;
125;10015;7
126;10016;27
127;10016;27
128;10016;27
129;10016;7
130;10017;16
132;10017;
133;10017;
134;10017;6
135;10017;6
136;10017;6
137;10018;8
138;10018;7
139;10018;7
140;10018;7
141;10018;1
142;10018;1
143;10018;16
144;10018;16
145;10018;16
146;10018;16
147;10018;
148;10018;16
149;10018;5
150;10018;5
151;10018;18
152;10018;18
153;10018;18
154;10018;18
155;10018;18
156;10018;18
157;10019;
158;10019;34
159;10019;34
160;10019;34
161;10019;17
162;10019;
163;10019;
164;10019;21
165;10019;
166;10019;
167;10019;38
168;10019;38
169;10019;
170;10019;
171;10019;
172;10019;
173;10019;
174;10019;
175;10019;
176;10019;
177;10019;
178;10019;
179;10019;
180;10019;45
181;10019;
182;10019;
183;10019;21
184;10019;21
185;10019;
186;10019;
187;10019;
188;10019;
189;10019;
190;10020;11
191;10020;29
192;10020;29
193;10020;29
194;10020;26
195;10020;26
196;10020;4
197;10020;4
198;10020;4
199;10020;4
200;10020;4
201;10020;45
202;10020;21
203;10020;6
204;10021;1
205;10021;1
206;10021;1
207;10021;18
208;10021;27
209;10021;6
210;10022;7
211;10022;7
212;10022;7
213;10022;
214;10022;16
215;10022;16
216;10022;45
217;10022;
218;10022;
219;10022;
220;10022;
221;10022;
222;10022;
223;10022;
224;10022;
225;10022;
226;10022;
227;10022;
228;10022;
229;10022;16
230;10022;
231;10022;
232;10022;21
233;10022;18
234;10022;18
235;10022;18
236;10022;14
237;10022;27
238;10022;27
239;10022;27
240;10022;
241;10022;
242;10022;
243;10022;
244;10022;32
245;10023;35
246;10023;16
247;10023;16
248;10023;16
249;10023;16
250;10023;16
251;10023;16
252;10023;16
253;10023;21
254;10023;21
255;10023;25
256;10023;25
257;10023;41
258;10023;29
259;10023;24
260;10023;24
261;10023;18
262;10023;18
263;10023;18
264;10023;19
265;10023;
266;10023;14
267;10023;14
268;10023;
269;10023;14
270;10023;19
271;10023;19
272;10023;19
273;10023;19
274;10023;19
275;10023;19
276;10023;19
277;10023;19
278;10023;13
279;10023;17
280;10023;36
281;10023;
282;10023;
283;10024;21
284;10024;4
285;10024;4
286;10024;5
287;10024;6
288;10024;7
289;10024;
290;10024;1
291;10024;1
292;10024;1
293;10024;1
294;10024;1
295;10024;1
296;10024;11
297;10024;11
298;10024;11
299;10024;11
300;10024;16
301;10024;35
302;10024;1
303;10024;34
304;10024;34
305;10024;
306;10024;
307;10024;
308;10024;
309;10024;
310;10024;
311;10024;27
312;10024;35
313;10024;18
314;10024;35
315;10024;35
316;10024;35
317;10024;35
318;10024;35
319;10024;
320;10024;13
321;10024;13
322;10024;29
323;10024;46
324;10024;15
325;10024;35
326;10024;14
327;10024;37
329;10024;35
330;10024;35
331;10024;21
332;10024;7
333;10024;7
334;10024;7
336;10024;35
337;10024;32
338;10024;
339;10024;1
340;10024;1
341;10024;1
342;10024;1
343;10024;1
344;10024;13
345;10024;16
346;10024;11
347;10024;18
348;10024;18
349;10024;18
350;10024;
351;10024;33
352;10024;33
353;10024;33
354;10024;14
355;10024;14
356;10024;
357;10024;
358;10024;
359;10024;
360;10024;
361;10024;
362;10024;
363;10024;
364;10024;
365;10024;
366;10024;
367;10024;1
368;10024;38
369;10024;1
370;10024;13
371;10024;16
372;10024;37
373;10024;18
374;10024;18
375;10024;18
376;10024;35
377;10024;33
378;10024;33
379;10024;33
380;10024;14
381;10024;14
382;10024;36
383;10024;19
384;10024;19
385;10024;29
386;10024;29
387;10024;37
388;10024;21
389;10024;21
390;10025;21
391;10025;21
392;10025;27
393;10025;35
394;10025;1
395;10025;1
396;10025;1
397;10025;45
398;10026;1
399;10026;1
400;10026;1
401;10026;1
402;10026;1
403;10026;33
404;10026;32
405;10026;35
406;10026;35
407;10026;24
408;10026;
409;10026;
410;10026;
411;10026;
412;10026;35
413;10026;16
414;10026;16
415;10026;16
416;10026;1
417;10026;1
418;10026;18
419;10026;18
420;10026;16
421;10026;18
422;10026;18
423;10026;18
424;10026;35
425;10026;21
426;10026;21
427;10027;14
428;10027;41
429;10027;41
430;10027;21
431;10028;36
432;10028;2
433;10030;24
434;10031;7
435;10031;1
436;10031;1
437;10032;35
438;10032;35
439;10032;32
440;10033;36
441;10034;1
442;10035;41
443;10035;4
444;10035;7
445;10035;14
446;10035;13
447;10035;21
448;10035;21
449;10035;21
450;10035;21
451;10035;21
452;10035;35
453;10035;4
454;10035;1
455;10035;45
456;10035;32
457;10035;1
458;10036;4
459;10036;7
460;10036;4
461;10036;4
462;10037;44
463;10037;44
464;10037;44
465;10037;44
466;10037;44
467;10037;48
468;10037;48
469;10037;44
470;10037;49
471;10037;49
472;10037;49
473;10037;49
474;10037;49
475;10037;49
476;10037;49
477;10037;44
